customerID,gender,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01456,Male,0,No,No,35,No,No,No,Yes,Two year,Yes,Bank transfer,77.32,2731.18,0
CUST-01457,Male,0,No,Yes,33,No,No,Yes,Yes,One year,No,Mailed check,23.65,766.66,0
CUST-01458,Female,0,Yes,No,7,Yes,DSL,No,No internet service,Month-to-month,Yes,Credit card,50.01,322.61,1
CUST-01459,Male,0,Yes,No,32,No phone service,Fiber optic,No,No internet service,One year,No,Credit card,63.16,1978.04,0
CUST-01460,Male,1,Yes,Yes,15,No phone service,DSL,No internet service,Yes,Month-to-month,No,Bank transfer,94.86,1489.47,1
CUST-01461,Female,0,Yes,Yes,31,Yes,No,No,No,One year,No,Mailed check,47.65,1601.61,0
CUST-01462,Male,0,Yes,Yes,3,No,DSL,Yes,No internet service,Month-to-month,No,Mailed check,98.4,280.54,1
CUST-01463,Female,0,No,Yes,32,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,93.17,2895.12,0
CUST-01464,Female,0,No,No,72,No,No,Yes,No,One year,Yes,Electronic check,32.86,2202.18,0
CUST-01465,Female,0,No,No,1,Yes,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,98.68,102.44,1
CUST-01466,Male,1,No,No,72,No,DSL,No internet service,No,Month-to-month,Yes,Credit card,56.49,4441.62,1
CUST-01467,Female,0,No,Yes,15,No,Fiber optic,No,No internet service,Two year,No,Electronic check,50.03,771.61,0
CUST-01468,Male,1,Yes,No,61,No phone service,Fiber optic,No internet service,Yes,Two year,No,Mailed check,56.62,3534.69,0
CUST-01469,Female,0,No,Yes,45,No,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,64.89,2951.29,1
CUST-01470,Female,0,Yes,Yes,25,No,Fiber optic,No,No internet service,Month-to-month,No,Credit card,52.55,1205.62,0
CUST-01471,Female,0,No,Yes,40,No phone service,No,No internet service,No internet service,Month-to-month,No,Electronic check,39.81,1665.49,0
CUST-01472,Male,0,No,No,63,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,42.46,2729.58,0
CUST-01473,Female,1,No,Yes,15,No,Fiber optic,Yes,No,Two year,No,Credit card,69.17,1071.06,0
CUST-01474,Female,0,Yes,Yes,11,No,Fiber optic,No internet service,No,One year,Yes,Electronic check,60.19,714.9,0
CUST-01475,Male,1,No,Yes,33,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,80.82,2818.53,0
CUST-01476,Female,0,Yes,No,49,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,66.57,3445.2,1
CUST-01477,Female,0,No,No,43,Yes,DSL,No,Yes,One year,No,Mailed check,67.31,3141.61,0
CUST-01478,Female,0,No,Yes,47,No phone service,DSL,No,No,One year,Yes,Mailed check,82.78,4271.89,0
CUST-01479,Male,0,Yes,No,17,Yes,DSL,No,No,One year,No,Credit card,107.57,1858.42,0
CUST-01480,Female,1,Yes,No,51,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,108.77,5113.34,1
CUST-01481,Male,0,No,No,3,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,105.21,313.05,0
CUST-01482,Male,1,No,Yes,23,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,91.11,2216.07,1
CUST-01483,Male,0,No,No,1,Yes,DSL,No,No internet service,Month-to-month,No,Mailed check,118.0,106.85,1
CUST-01484,Female,0,No,Yes,11,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,78.13,783.27,0
CUST-01485,Female,0,Yes,No,13,No,No,No,Yes,Two year,Yes,Credit card,74.77,887.86,0
CUST-01486,Male,0,No,No,15,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,118.0,1851.79,1
CUST-01487,Male,0,Yes,No,35,Yes,Fiber optic,Yes,Yes,Two year,No,Electronic check,18.0,630.15,0
CUST-01488,Male,0,Yes,Yes,14,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,58.58,798.62,0
CUST-01489,Female,0,No,Yes,17,No,Fiber optic,No,No,Month-to-month,No,Electronic check,102.57,1606.15,1
CUST-01490,Female,0,Yes,No,8,Yes,No,Yes,No,Month-to-month,No,Credit card,94.41,790.36,0
CUST-01491,Female,1,No,Yes,14,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,118.0,1592.86,1
CUST-01492,Male,0,No,No,7,No,No,No internet service,No,Two year,No,Mailed check,68.22,455.13,0
CUST-01493,Male,0,Yes,No,2,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,52.08,107.33,0
CUST-01494,Male,1,Yes,No,27,No,DSL,Yes,No,Month-to-month,No,Mailed check,55.04,1503.62,0
CUST-01495,Female,0,No,No,33,Yes,No,No internet service,No,Two year,Yes,Electronic check,74.54,2392.13,0
CUST-01496,Female,0,No,Yes,28,No phone service,No,No,No internet service,Month-to-month,Yes,Mailed check,113.65,3272.25,0
CUST-01497,Female,0,Yes,Yes,18,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,114.02,1958.45,1
CUST-01498,Male,0,Yes,Yes,14,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,63.32,938.75,0
CUST-01499,Female,0,Yes,Yes,59,No,DSL,No,No,Month-to-month,No,Bank transfer,72.59,4050.95,0
CUST-01500,Female,0,No,No,21,No phone service,Fiber optic,No,No,Month-to-month,No,Electronic check,46.65,912.81,0
CUST-01501,Male,0,No,Yes,19,Yes,DSL,No,No,Month-to-month,No,Electronic check,49.78,999.25,0
CUST-01502,Female,0,Yes,Yes,1,No,DSL,No internet service,Yes,Two year,Yes,Bank transfer,96.39,100.4,0
CUST-01503,Female,0,No,Yes,12,No,Fiber optic,No,No,Two year,Yes,Credit card,113.07,1270.72,0
CUST-01504,Female,0,No,Yes,14,No,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,44.08,569.76,1
CUST-01505,Female,0,Yes,No,15,No,DSL,No,No,Month-to-month,Yes,Electronic check,72.29,1157.74,1
CUST-01506,Male,0,Yes,Yes,26,No phone service,Fiber optic,Yes,No internet service,Month-to-month,Yes,Bank transfer,57.71,1583.46,1
CUST-01507,Male,0,Yes,Yes,22,No,DSL,No,Yes,One year,Yes,Mailed check,90.92,1931.13,0
CUST-01508,Male,0,No,No,28,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,53.34,1540.77,1
CUST-01509,Male,0,No,No,43,No,DSL,No,No,Two year,Yes,Mailed check,18.0,715.82,0
CUST-01510,Female,1,Yes,No,50,No,No,Yes,No,One year,Yes,Credit card,95.11,4762.2,0
CUST-01511,Male,0,No,No,37,No,DSL,No internet service,No,Month-to-month,No,Bank transfer,55.9,1869.22,0
CUST-01512,Male,1,No,Yes,72,Yes,Fiber optic,No,No internet service,One year,Yes,Mailed check,59.02,4157.31,0
CUST-01513,Male,0,Yes,No,1,No,DSL,No,No,Month-to-month,Yes,Credit card,78.07,71.43,0
CUST-01514,Male,1,Yes,No,6,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,75.59,451.29,1
CUST-01515,Female,0,No,No,1,No,DSL,No,No,Month-to-month,Yes,Mailed check,78.68,77.45,0
CUST-01516,Male,0,No,Yes,31,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,18.0,551.79,1
CUST-01517,Female,0,No,Yes,68,Yes,DSL,No internet service,Yes,One year,No,Mailed check,81.69,5049.79,0
CUST-01518,Female,0,Yes,Yes,8,No phone service,No,Yes,No,One year,No,Credit card,18.0,140.01,0
CUST-01519,Female,0,No,Yes,72,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,88.09,6667.83,0
CUST-01520,Male,0,No,Yes,1,Yes,No,No internet service,No,Two year,Yes,Electronic check,98.55,95.97,0
CUST-01521,Female,0,No,No,72,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Credit card,23.94,1797.86,0
CUST-01522,Male,0,Yes,Yes,12,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,74.85,874.75,0
CUST-01523,Male,0,No,Yes,3,No phone service,DSL,No,No,Month-to-month,No,Mailed check,96.72,285.71,0
CUST-01524,Female,0,No,Yes,19,Yes,DSL,No internet service,Yes,One year,Yes,Mailed check,51.53,991.58,0
CUST-01525,Female,1,No,No,8,Yes,Fiber optic,Yes,No,Two year,Yes,Credit card,85.21,743.12,0
CUST-01526,Female,0,Yes,No,10,No,No,No internet service,Yes,One year,No,Mailed check,18.0,165.92,0
CUST-01527,Female,0,Yes,No,11,No,DSL,No internet service,No,Two year,Yes,Mailed check,97.95,976.8,0
CUST-01528,Female,0,No,No,48,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Bank transfer,65.9,3231.5,1
CUST-01529,Female,0,No,Yes,23,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card,57.27,1435.52,1
CUST-01530,Male,0,Yes,No,11,Yes,DSL,No,No,Month-to-month,Yes,Credit card,94.52,1141.55,1
CUST-01531,Male,0,No,No,28,No,DSL,Yes,No internet service,One year,Yes,Electronic check,116.88,3262.28,0
CUST-01532,Female,0,No,No,37,Yes,No,No,No internet service,Month-to-month,No,Credit card,79.57,2925.3,0
CUST-01533,Male,0,Yes,Yes,9,No,DSL,No,No,Two year,Yes,Credit card,113.26,1048.89,0
CUST-01534,Male,0,Yes,Yes,16,No phone service,Fiber optic,No,No,Month-to-month,No,Bank transfer,18.4,297.68,1
CUST-01535,Male,0,No,Yes,3,Yes,DSL,No,No,Month-to-month,No,Bank transfer,84.98,261.78,1
CUST-01536,Male,0,Yes,No,5,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,61.04,328.03,1
CUST-01537,Male,0,No,Yes,34,Yes,Fiber optic,Yes,No,One year,Yes,Bank transfer,41.35,1475.16,0
CUST-01538,Female,0,Yes,Yes,6,No,DSL,No,No,Month-to-month,Yes,Bank transfer,18.0,107.93,0
CUST-01539,Female,1,Yes,No,22,No phone service,DSL,No,No,Month-to-month,No,Electronic check,83.35,1819.71,0
CUST-01540,Male,0,No,Yes,37,Yes,DSL,No,No internet service,Month-to-month,Yes,Electronic check,91.26,3470.9,0
CUST-01541,Male,0,Yes,Yes,3,No,DSL,No,No,One year,Yes,Electronic check,105.26,312.98,0
CUST-01542,Female,0,Yes,No,25,Yes,No,Yes,Yes,One year,Yes,Credit card,100.29,2486.08,0
CUST-01543,Female,0,No,Yes,8,No,DSL,No,Yes,One year,No,Bank transfer,41.85,302.41,0
CUST-01544,Male,0,No,Yes,72,No,Fiber optic,No,Yes,Month-to-month,No,Mailed check,103.72,6981.03,0
CUST-01545,Female,0,No,Yes,19,No,DSL,No internet service,No internet service,Two year,Yes,Credit card,106.89,2026.24,0
CUST-01546,Female,0,No,Yes,49,Yes,No,No,No internet service,Two year,No,Bank transfer,57.2,2983.67,0
CUST-01547,Male,0,Yes,No,23,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,65.85,1447.52,1
CUST-01548,Male,0,No,No,1,No phone service,DSL,No,No,Month-to-month,No,Electronic check,36.98,37.15,1
CUST-01549,Female,0,No,Yes,30,No,No,No,No,Month-to-month,No,Mailed check,109.43,3181.11,0
CUST-01550,Male,0,Yes,Yes,72,Yes,DSL,No,No,Month-to-month,No,Bank transfer,19.65,1302.98,1
CUST-01551,Male,1,No,No,27,No,Fiber optic,No internet service,No internet service,Two year,Yes,Electronic check,81.05,2388.93,0
CUST-01552,Male,0,Yes,Yes,51,No,Fiber optic,No internet service,No,One year,No,Electronic check,47.1,2572.49,0
CUST-01553,Male,0,Yes,Yes,64,No,Fiber optic,No,No,Two year,Yes,Mailed check,31.76,1861.29,0
CUST-01554,Female,0,Yes,No,7,Yes,No,No internet service,No,Month-to-month,No,Credit card,18.0,131.54,0
CUST-01555,Male,0,Yes,Yes,7,No,No,No internet service,No,One year,No,Mailed check,58.54,397.29,0
CUST-01556,Female,0,No,Yes,28,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,27.06,832.67,0
CUST-01557,Male,1,Yes,Yes,15,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,66.69,960.82,0
CUST-01558,Male,0,No,No,54,No,Fiber optic,No,No,One year,No,Electronic check,118.0,6039.05,0
CUST-01559,Male,0,No,Yes,69,No,DSL,No,No,Month-to-month,Yes,Credit card,70.99,4964.82,0
CUST-01560,Male,0,Yes,No,13,Yes,Fiber optic,No internet service,Yes,One year,Yes,Electronic check,118.0,1636.82,0
CUST-01561,Male,0,Yes,Yes,8,Yes,Fiber optic,No,Yes,One year,Yes,Mailed check,35.53,266.76,1
CUST-01562,Male,0,No,Yes,45,No,DSL,No internet service,No,Two year,Yes,Electronic check,26.57,1245.72,0
CUST-01563,Male,0,Yes,No,9,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,34.19,280.72,0
CUST-01564,Male,0,Yes,Yes,51,No,No,No,No,One year,Yes,Credit card,63.05,3484.97,0
CUST-01565,Female,0,No,No,16,No phone service,DSL,No internet service,Yes,Two year,Yes,Credit card,118.0,1729.81,0
CUST-01566,Female,0,Yes,No,33,Yes,No,No internet service,No,Two year,No,Mailed check,18.0,643.21,1
CUST-01567,Female,0,No,No,3,No phone service,Fiber optic,No,No,One year,No,Electronic check,83.59,250.31,0
CUST-01568,Female,0,Yes,Yes,29,No,DSL,Yes,No,One year,Yes,Electronic check,44.0,1262.75,0
CUST-01569,Female,0,Yes,No,18,No,No,No,No,Month-to-month,No,Electronic check,58.29,1148.54,1
CUST-01570,Male,0,No,Yes,26,Yes,No,Yes,No,One year,Yes,Bank transfer,27.26,778.27,0
CUST-01571,Male,1,Yes,No,5,No,DSL,No,Yes,One year,No,Mailed check,91.37,470.57,0
CUST-01572,Male,0,No,No,40,No,DSL,No,No,One year,No,Bank transfer,63.68,2357.24,0
CUST-01573,Male,0,Yes,No,59,Yes,Fiber optic,No,Yes,One year,No,Bank transfer,97.62,5766.69,0
CUST-01574,Female,0,No,Yes,7,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,70.26,494.69,0
CUST-01575,Female,0,Yes,Yes,3,No,DSL,No,Yes,Month-to-month,No,Bank transfer,18.0,54.16,1
CUST-01576,Female,0,No,No,1,Yes,DSL,No,Yes,One year,No,Credit card,97.9,99.26,0
CUST-01577,Female,0,No,No,30,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,18.0,488.02,0
CUST-01578,Male,0,Yes,No,28,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,18.0,525.29,0
CUST-01579,Male,0,No,Yes,23,No,DSL,No,Yes,Month-to-month,No,Bank transfer,37.48,898.66,0
CUST-01580,Male,0,No,Yes,7,No,No,Yes,No,Month-to-month,Yes,Bank transfer,37.88,244.77,1
CUST-01581,Female,1,Yes,Yes,14,Yes,No,No,No,Two year,Yes,Credit card,106.88,1517.34,0
CUST-01582,Female,0,Yes,Yes,27,No,No,Yes,No,Month-to-month,Yes,Bank transfer,59.87,1638.59,0
CUST-01583,Male,0,No,Yes,20,No,DSL,No internet service,No internet service,Month-to-month,Yes,Mailed check,102.42,2123.15,1
CUST-01584,Male,0,No,Yes,72,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.96,3166.79,0
CUST-01585,Male,1,No,No,4,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,74.53,305.66,0
CUST-01586,Female,0,Yes,No,35,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,79.22,2651.12,0
CUST-01587,Female,0,Yes,No,15,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,85.88,1290.0,1
CUST-01588,Male,1,No,No,16,No,DSL,Yes,No internet service,Two year,No,Mailed check,51.05,861.45,0
CUST-01589,Female,0,Yes,Yes,37,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,53.66,2067.08,0
CUST-01590,Male,0,No,No,35,No,Fiber optic,No,No,One year,No,Bank transfer,56.06,1812.55,1
CUST-01591,Male,1,Yes,Yes,72,Yes,No,No,No internet service,Two year,No,Mailed check,18.0,1319.64,0
CUST-01592,Male,0,Yes,No,4,No,DSL,No,No,Two year,No,Electronic check,62.48,273.37,0
CUST-01593,Female,0,No,No,3,No,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,53.49,149.45,0
CUST-01594,Female,1,Yes,No,38,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,82.4,3352.2,1
CUST-01595,Female,0,Yes,No,25,No,No,No internet service,Yes,Month-to-month,Yes,Credit card,67.74,1762.1,0
CUST-01596,Female,0,Yes,No,9,No,Fiber optic,Yes,No,Month-to-month,No,Electronic check,105.09,997.64,1
CUST-01597,Female,0,No,No,2,Yes,DSL,Yes,No,Month-to-month,No,Bank transfer,67.1,128.35,1
CUST-01598,Male,0,Yes,No,2,Yes,DSL,No,No internet service,Two year,No,Bank transfer,48.13,92.18,0
CUST-01599,Male,0,No,Yes,67,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Mailed check,66.73,4833.97,0
CUST-01600,Female,0,Yes,No,6,No,Fiber optic,Yes,No internet service,Month-to-month,No,Credit card,86.73,505.79,1
CUST-01601,Female,0,No,No,11,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,18.0,180.7,1
CUST-01602,Male,0,Yes,No,7,No,DSL,Yes,No,Two year,Yes,Bank transfer,43.54,310.91,0
CUST-01603,Female,0,Yes,No,13,No,Fiber optic,No,No,One year,Yes,Bank transfer,44.17,531.12,0
CUST-01604,Female,0,Yes,No,2,Yes,DSL,No,No,Month-to-month,No,Mailed check,77.33,163.83,1
CUST-01605,Female,0,No,Yes,21,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,80.82,1745.33,0
CUST-01606,Female,1,Yes,No,2,Yes,No,No internet service,No,Month-to-month,No,Electronic check,68.04,146.28,0
CUST-01607,Male,0,No,Yes,48,No,Fiber optic,Yes,No,One year,Yes,Bank transfer,18.0,913.22,0
CUST-01608,Female,0,No,Yes,7,No,DSL,No internet service,No internet service,One year,No,Electronic check,18.0,116.23,0
CUST-01609,Male,0,No,Yes,23,Yes,No,No,No internet service,One year,Yes,Mailed check,57.83,1298.45,0
CUST-01610,Female,0,Yes,Yes,63,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,49.96,3320.31,0
CUST-01611,Female,0,Yes,No,31,No,Fiber optic,Yes,Yes,One year,Yes,Mailed check,65.16,1986.57,0
CUST-01612,Male,1,Yes,No,22,No phone service,Fiber optic,No,Yes,One year,Yes,Bank transfer,50.92,1226.07,0
CUST-01613,Male,0,Yes,No,11,No phone service,DSL,No internet service,No,Two year,No,Credit card,110.95,1277.99,0
CUST-01614,Female,0,No,Yes,12,Yes,DSL,No,Yes,One year,Yes,Mailed check,18.0,195.07,0
CUST-01615,Male,0,No,No,33,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,74.08,2630.43,0
CUST-01616,Male,0,Yes,No,72,No phone service,No,Yes,No,Month-to-month,Yes,Mailed check,89.84,5952.04,1
CUST-01617,Male,0,No,No,32,Yes,No,No,Yes,Month-to-month,No,Bank transfer,86.05,2555.63,0
CUST-01618,Female,0,No,No,24,No,Fiber optic,Yes,No internet service,One year,Yes,Mailed check,88.62,2226.63,0
CUST-01619,Female,1,No,No,39,Yes,DSL,Yes,No,One year,No,Mailed check,92.93,3888.82,0
CUST-01620,Female,0,Yes,Yes,18,No,No,No,Yes,Month-to-month,No,Mailed check,46.88,849.97,0
CUST-01621,Female,0,No,Yes,1,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,31.96,30.61,0
CUST-01622,Male,1,Yes,Yes,24,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,18.0,419.15,1
CUST-01623,Female,0,Yes,No,72,Yes,Fiber optic,No,No internet service,Two year,Yes,Electronic check,54.12,3774.2,0
CUST-01624,Female,0,Yes,No,5,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,41.67,201.13,0
CUST-01625,Female,0,No,Yes,35,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,99.85,3315.06,1
CUST-01626,Male,0,No,No,6,No,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,56.37,345.58,0
CUST-01627,Male,0,Yes,No,23,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,34.09,846.86,0
CUST-01628,Female,0,No,No,3,Yes,No,Yes,No,One year,No,Mailed check,29.34,84.62,0
CUST-01629,Male,0,Yes,No,17,No,DSL,No,No,Two year,Yes,Electronic check,118.0,1880.3,0
CUST-01630,Male,0,Yes,No,42,No phone service,Fiber optic,No,No,Month-to-month,No,Bank transfer,64.34,2885.27,0
CUST-01631,Female,0,Yes,Yes,12,Yes,DSL,No,No,One year,Yes,Credit card,41.55,522.71,0
CUST-01632,Male,0,Yes,Yes,32,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,68.72,2388.53,0
CUST-01633,Male,1,No,No,47,Yes,DSL,No,No,Two year,No,Mailed check,118.0,5174.99,0
CUST-01634,Female,1,Yes,No,72,No,DSL,No,No,Month-to-month,No,Bank transfer,53.31,3565.22,0
CUST-01635,Female,0,Yes,No,8,No,No,No internet service,Yes,Month-to-month,No,Electronic check,85.61,690.55,0
CUST-01636,Male,1,No,Yes,15,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,100.59,1543.38,0
CUST-01637,Female,1,No,Yes,4,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,18.0,71.71,0
CUST-01638,Male,1,No,Yes,72,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.85,3366.54,1
CUST-01639,Male,0,Yes,Yes,72,Yes,Fiber optic,No,No,One year,Yes,Electronic check,96.83,6526.1,0
CUST-01640,Female,0,Yes,No,23,Yes,DSL,No,Yes,One year,Yes,Mailed check,44.02,1008.33,0
CUST-01641,Male,0,Yes,Yes,55,No phone service,DSL,No internet service,No,Month-to-month,No,Electronic check,77.44,4393.87,0
CUST-01642,Male,0,No,Yes,22,No,No,No,No,One year,Yes,Credit card,42.25,916.99,0
CUST-01643,Male,1,Yes,No,29,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card,51.63,1551.01,1
CUST-01644,Female,0,No,Yes,2,Yes,Fiber optic,No internet service,Yes,One year,Yes,Credit card,47.98,95.02,0
CUST-01645,Male,0,No,No,42,No phone service,Fiber optic,No,No,One year,No,Electronic check,84.1,3414.65,0
CUST-01646,Male,0,Yes,Yes,4,No,Fiber optic,No,No,One year,Yes,Credit card,71.05,273.04,1
CUST-01647,Male,0,Yes,No,52,No,No,No,No,Month-to-month,Yes,Credit card,67.97,3471.46,1
CUST-01648,Female,0,No,Yes,45,No phone service,DSL,No,No,Month-to-month,Yes,Credit card,118.0,4803.52,0
CUST-01649,Female,1,No,No,37,No,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,117.19,4482.18,1
CUST-01650,Female,0,No,No,1,No,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,18.0,19.24,1
CUST-01651,Male,0,Yes,No,10,No phone service,DSL,No,No,One year,No,Electronic check,51.7,501.97,0
CUST-01652,Female,0,No,Yes,9,No,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,118.0,965.58,1
CUST-01653,Female,0,No,Yes,13,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,47.76,681.33,0
CUST-01654,Male,0,Yes,No,2,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,118.0,224.85,1
CUST-01655,Female,0,No,Yes,72,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,52.21,3478.4,0
CUST-01656,Male,0,Yes,Yes,24,Yes,No,Yes,Yes,One year,Yes,Electronic check,57.98,1355.27,0
CUST-01657,Male,0,No,No,10,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,90.91,952.47,0
CUST-01658,Male,0,No,Yes,15,No,No,No,Yes,One year,No,Electronic check,62.29,895.84,0
CUST-01659,Male,0,Yes,No,17,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,79.84,1377.56,0
CUST-01660,Male,0,Yes,No,27,No,DSL,No,Yes,Two year,No,Bank transfer,112.25,2979.57,0
CUST-01661,Female,0,No,Yes,21,Yes,Fiber optic,No,No internet service,Two year,Yes,Electronic check,87.76,1702.07,1
CUST-01662,Male,0,Yes,No,72,Yes,Fiber optic,No,No,One year,No,Electronic check,69.25,4816.76,0
CUST-01663,Male,0,Yes,Yes,20,Yes,No,No,No,Two year,Yes,Mailed check,115.21,2407.83,0
CUST-01664,Male,0,No,No,72,Yes,DSL,No,No,Month-to-month,Yes,Credit card,91.3,6720.85,0
CUST-01665,Male,0,No,No,57,No,Fiber optic,No,No,Two year,No,Credit card,42.99,2264.09,0
CUST-01666,Male,0,No,No,7,No,DSL,Yes,No,Two year,Yes,Electronic check,118.0,770.38,0
CUST-01667,Male,1,Yes,Yes,72,No phone service,DSL,No internet service,No,Two year,Yes,Mailed check,84.27,6238.22,0
CUST-01668,Male,0,Yes,Yes,3,Yes,Fiber optic,No internet service,No,One year,Yes,Mailed check,58.59,186.79,0
CUST-01669,Female,0,No,No,51,Yes,DSL,No,No,One year,Yes,Bank transfer,18.0,890.36,0
CUST-01670,Female,0,Yes,No,14,Yes,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,23.67,337.7,1
CUST-01671,Female,0,No,Yes,63,Yes,No,No,No,Month-to-month,No,Electronic check,116.0,6826.61,0
CUST-01672,Male,1,Yes,No,60,No,No,No,Yes,Month-to-month,No,Bank transfer,117.19,6766.14,1
CUST-01673,Female,0,No,No,49,No,DSL,Yes,No,Two year,Yes,Mailed check,67.56,2992.82,0
CUST-01674,Female,0,Yes,Yes,46,No,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,18.0,872.43,1
CUST-01675,Male,0,Yes,No,10,Yes,No,Yes,Yes,One year,Yes,Credit card,32.39,317.49,0
CUST-01676,Female,0,No,No,2,No phone service,DSL,No internet service,No,Month-to-month,No,Bank transfer,18.0,38.28,0
CUST-01677,Male,0,Yes,Yes,15,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,281.25,1
CUST-01678,Male,0,Yes,Yes,5,No,No,No,No,Two year,No,Bank transfer,118.0,628.79,1
CUST-01679,Male,0,No,No,35,Yes,DSL,No,Yes,Two year,Yes,Mailed check,118.0,3952.95,0
CUST-01680,Male,0,No,Yes,12,No phone service,No,No internet service,No,One year,Yes,Bank transfer,31.37,352.73,0
CUST-01681,Female,1,No,No,72,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,64.74,5101.22,0
CUST-01682,Male,0,Yes,Yes,30,No,DSL,No,No internet service,Month-to-month,No,Bank transfer,26.46,828.3,0
CUST-01683,Female,0,Yes,No,51,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,64.54,3511.44,0
CUST-01684,Female,1,Yes,No,4,No,DSL,No,No internet service,Month-to-month,No,Bank transfer,114.18,412.25,0
CUST-01685,Male,0,No,No,59,No,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,97.36,5577.04,0
CUST-01686,Female,0,No,Yes,72,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,89.26,6738.82,0
CUST-01687,Male,0,No,Yes,20,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,59.17,1083.52,1
CUST-01688,Male,0,Yes,Yes,27,Yes,Fiber optic,No internet service,Yes,One year,Yes,Bank transfer,102.86,2814.62,0
